drug_code,generic_name,brand_name,strength,source_pharmacy_name,destination_pharmacy_name,quantity,transaction_type,created_at
EA1-E285-20048-01,Fentanyl Citrate,XALTRIX,800 mcg,Emergency Pharmacy,FRN Retail Branch - Baniyas,24,TRANSFER_OUT,2026-04-25T09:35:09.816+00:00
EA1-E285-20048-01,Fentanyl Citrate,XALTRIX,800 mcg,Emergency Pharmacy,FRN Retail Branch - Baniyas,24,TRANSFER_IN,2026-04-25T09:35:09.816+00:00
FQ8-A659-03203-01,Itraconazole,ITRATOP,100 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,61,TRANSFER_OUT,2026-04-25T14:59:28.382+00:00
FQ8-A659-03203-01,Itraconazole,ITRATOP,100 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,61,TRANSFER_IN,2026-04-25T14:59:28.382+00:00
J30-6800-05791-01,Vancomycin Hydrochloride,CINAVAN,500 mg,FRN Retail Branch - Baniyas,FSC Oncology Pharmacy,27,TRANSFER_OUT,2026-04-25T18:23:06.117+00:00
J30-6800-05791-01,Vancomycin Hydrochloride,CINAVAN,500 mg,FRN Retail Branch - Baniyas,FSC Oncology Pharmacy,27,TRANSFER_IN,2026-04-25T18:23:06.117+00:00
FQ3-A670-11584-02,"Atropa belladonna D6,Euphrasia 3c D6,Mercurius sublimatus corrosivus D6",Similasan Dry Eye Relief,"303.333 mg/1g,303.333 mg/1g,303.333 mg/1g",Emergency Pharmacy,FGH Pediatric Pharmacy,1,TRANSFER_OUT,2026-04-26T12:46:20.827+00:00
FQ3-A670-11584-02,"Atropa belladonna D6,Euphrasia 3c D6,Mercurius sublimatus corrosivus D6",Similasan Dry Eye Relief,"303.333 mg/1g,303.333 mg/1g,303.333 mg/1g",Emergency Pharmacy,FGH Pediatric Pharmacy,1,TRANSFER_IN,2026-04-26T12:46:20.827+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH ICU Pharmacy,17,TRANSFER_IN,2026-04-26T16:19:20.243+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH ICU Pharmacy,17,TRANSFER_OUT,2026-04-26T16:19:20.243+00:00
FQ3-A670-11584-02,"Atropa belladonna D6,Euphrasia 3c D6,Mercurius sublimatus corrosivus D6",Similasan Dry Eye Relief,"303.333 mg/1g,303.333 mg/1g,303.333 mg/1g",Emergency Pharmacy,FGH OR Pharmacy,3,TRANSFER_IN,2026-04-26T21:30:08.325+00:00
FQ3-A670-11584-02,"Atropa belladonna D6,Euphrasia 3c D6,Mercurius sublimatus corrosivus D6",Similasan Dry Eye Relief,"303.333 mg/1g,303.333 mg/1g,303.333 mg/1g",Emergency Pharmacy,FGH OR Pharmacy,3,TRANSFER_OUT,2026-04-26T21:30:08.325+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-04-27T02:38:13.988+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-04-27T02:38:13.988+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH Main Inpatient Pharmacy,25,TRANSFER_IN,2026-04-27T13:36:56.06+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH Main Inpatient Pharmacy,25,TRANSFER_OUT,2026-04-27T13:36:56.06+00:00
F31-1744-02222-01,Ethyl Alcohol,ETHYL ALCOHOL,70 %,FSC Day Surgery Pharmacy,FalconMed Main Pharmacy,10,TRANSFER_OUT,2026-04-27T15:01:25.148+00:00
F31-1744-02222-01,Ethyl Alcohol,ETHYL ALCOHOL,70 %,FSC Day Surgery Pharmacy,FalconMed Main Pharmacy,10,TRANSFER_IN,2026-04-27T15:01:25.148+00:00
J77-7181-00774-01,Bromocriptine Mesilate (Mesylate),BROMOCRIPTINE,2.5 mg,FRN Retail Branch - Khalifa City,FalconMed Main Pharmacy,81,TRANSFER_OUT,2026-04-27T22:00:30.245+00:00
J77-7181-00774-01,Bromocriptine Mesilate (Mesylate),BROMOCRIPTINE,2.5 mg,FRN Retail Branch - Khalifa City,FalconMed Main Pharmacy,81,TRANSFER_IN,2026-04-27T22:00:30.245+00:00
EU7-A442-17781-01,Iscador P 10mg - Mistletoe plant extract (50 mg extract corresponds to an amount of 10 mg fresh plant material),ISCADOR P,50 mg/ml,FRN Retail Branch - Khalifa City,FGH OR Pharmacy,2,TRANSFER_OUT,2026-04-28T11:10:36.404+00:00
EU7-A442-17781-01,Iscador P 10mg - Mistletoe plant extract (50 mg extract corresponds to an amount of 10 mg fresh plant material),ISCADOR P,50 mg/ml,FRN Retail Branch - Khalifa City,FGH OR Pharmacy,2,TRANSFER_IN,2026-04-28T11:10:36.404+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FSC Ambulatory Care Pharmacy,FRN Retail Branch - Baniyas,10,TRANSFER_OUT,2026-04-28T13:10:32.097+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FSC Ambulatory Care Pharmacy,FRN Retail Branch - Baniyas,10,TRANSFER_IN,2026-04-28T13:10:32.097+00:00
EC5-C450-02278-01,Febuxostat,FEBUVENT ,80 mg,FRN Retail Branch - Baniyas,FGH OR Pharmacy,30,TRANSFER_IN,2026-04-28T17:05:42.831+00:00
EC5-C450-02278-01,Febuxostat,FEBUVENT ,80 mg,FRN Retail Branch - Baniyas,FGH OR Pharmacy,30,TRANSFER_OUT,2026-04-28T17:05:42.831+00:00
FQ8-A659-03203-01,Itraconazole,ITRATOP,100 mg,Emergency Pharmacy,FGH ICU Pharmacy,31,TRANSFER_OUT,2026-04-29T14:30:02.966+00:00
FQ8-A659-03203-01,Itraconazole,ITRATOP,100 mg,Emergency Pharmacy,FGH ICU Pharmacy,31,TRANSFER_IN,2026-04-29T14:30:02.966+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,4,TRANSFER_OUT,2026-04-29T23:18:43.473+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,4,TRANSFER_IN,2026-04-29T23:18:43.473+00:00
FR8-A685-11431-01,"Acetylcysteine,Taurine",ALBUNIL,"150 mg,500 mg",FRN Retail Branch - Khalifa City,FGH Pediatric Pharmacy,3,TRANSFER_OUT,2026-04-30T07:23:55.763+00:00
FR8-A685-11431-01,"Acetylcysteine,Taurine",ALBUNIL,"150 mg,500 mg",FRN Retail Branch - Khalifa City,FGH Pediatric Pharmacy,3,TRANSFER_IN,2026-04-30T07:23:55.763+00:00
J39-0165-01178-01,"Chlorothymol,Laureth,Sodium oleate",ALCOS-ANAL,"0.7 mg,20 mg,200 mg",FRN Retail Branch - MBZ,FGH ICU Pharmacy,46,TRANSFER_IN,2026-05-01T01:28:07.7+00:00
J39-0165-01178-01,"Chlorothymol,Laureth,Sodium oleate",ALCOS-ANAL,"0.7 mg,20 mg,200 mg",FRN Retail Branch - MBZ,FGH ICU Pharmacy,46,TRANSFER_OUT,2026-05-01T01:28:07.7+00:00
F06-1366-04480-01,Phenoxybenzamine Hydrochloride,DIBENZYLINE,10 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,20,TRANSFER_IN,2026-05-01T05:27:18.122+00:00
F06-1366-04480-01,Phenoxybenzamine Hydrochloride,DIBENZYLINE,10 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,20,TRANSFER_OUT,2026-05-01T05:27:18.122+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FRN Retail Branch - Al Ain,FGH Emergency Pharmacy,2,TRANSFER_OUT,2026-05-01T13:09:08.888+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FRN Retail Branch - Al Ain,FGH Emergency Pharmacy,2,TRANSFER_IN,2026-05-01T13:09:08.888+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-05-01T14:10:18.611+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-05-01T14:10:18.611+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH ICU Pharmacy,13,TRANSFER_IN,2026-05-01T20:04:45.487+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH ICU Pharmacy,13,TRANSFER_OUT,2026-05-01T20:04:45.487+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FSC Ambulatory Care Pharmacy,FRN Retail Branch - Al Ain,20,TRANSFER_IN,2026-05-01T23:57:35.663+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FSC Ambulatory Care Pharmacy,FRN Retail Branch - Al Ain,20,TRANSFER_OUT,2026-05-01T23:57:35.663+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,35,TRANSFER_OUT,2026-05-02T01:15:48.398+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,35,TRANSFER_IN,2026-05-02T01:15:48.398+00:00
F04-5454-01851-01,"Calamine,Dimethicone,Zinc oxide",VASOGEN,"1.5 g,20 g,7.5 g",FRN Retail Branch - Khalifa City,FRN Retail Branch - Al Ain,20,TRANSFER_OUT,2026-05-02T12:44:07.329+00:00
F04-5454-01851-01,"Calamine,Dimethicone,Zinc oxide",VASOGEN,"1.5 g,20 g,7.5 g",FRN Retail Branch - Khalifa City,FRN Retail Branch - Al Ain,20,TRANSFER_IN,2026-05-02T12:44:07.329+00:00
J92-2941-03395-01,Lidocaine,LIGNOCAINE,22 mg/g,FSC Dialysis Pharmacy,FGH Main Inpatient Pharmacy,16,TRANSFER_IN,2026-05-02T23:02:55.49+00:00
J92-2941-03395-01,Lidocaine,LIGNOCAINE,22 mg/g,FSC Dialysis Pharmacy,FGH Main Inpatient Pharmacy,16,TRANSFER_OUT,2026-05-02T23:02:55.49+00:00
F91-E129-19621-01,Caffiene,SNAPCAF ODX,40 mg/1 Film,FSC Day Surgery Pharmacy,FSC Dialysis Pharmacy,44,TRANSFER_OUT,2026-05-02T23:45:51.694+00:00
F91-E129-19621-01,Caffiene,SNAPCAF ODX,40 mg/1 Film,FSC Day Surgery Pharmacy,FSC Dialysis Pharmacy,44,TRANSFER_IN,2026-05-02T23:45:51.694+00:00
F72-3993-04325-01,Paracetamol (Acetaminophen),PANADOL,500 mg,FRN Retail Branch - Al Ain,FalconMed Main Pharmacy,37,TRANSFER_IN,2026-05-03T01:52:57.517+00:00
F72-3993-04325-01,Paracetamol (Acetaminophen),PANADOL,500 mg,FRN Retail Branch - Al Ain,FalconMed Main Pharmacy,37,TRANSFER_OUT,2026-05-03T01:52:57.517+00:00
F24-3666-02635-01,Glyceryl Trinitrate,NITRONAL AQUEOUS,1 mg/ml,FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,7,TRANSFER_IN,2026-05-03T14:38:26.006+00:00
F24-3666-02635-01,Glyceryl Trinitrate,NITRONAL AQUEOUS,1 mg/ml,FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,7,TRANSFER_OUT,2026-05-03T14:38:26.006+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH Pediatric Pharmacy,4,TRANSFER_IN,2026-05-03T19:35:10.363+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH Pediatric Pharmacy,4,TRANSFER_OUT,2026-05-03T19:35:10.363+00:00
J81-0690-05308-01,Standardised lyophilisate of bacterial lysates,BRONCHOVAXOM,40 mg,FRN Retail Branch - Al Ain,FGH Pediatric Pharmacy,5,TRANSFER_IN,2026-05-03T20:07:52.411+00:00
J81-0690-05308-01,Standardised lyophilisate of bacterial lysates,BRONCHOVAXOM,40 mg,FRN Retail Branch - Al Ain,FGH Pediatric Pharmacy,5,TRANSFER_OUT,2026-05-03T20:07:52.411+00:00
F98-D845-18853-01,Iron (Ferrous Bis-Glycinate),IROARK LIQUID,30 mg/10ml,FGH Emergency Pharmacy,FRN Retail Branch - Al Ain,23,TRANSFER_OUT,2026-05-03T21:44:00.846+00:00
F98-D845-18853-01,Iron (Ferrous Bis-Glycinate),IROARK LIQUID,30 mg/10ml,FGH Emergency Pharmacy,FRN Retail Branch - Al Ain,23,TRANSFER_IN,2026-05-03T21:44:00.846+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH Emergency Pharmacy,6,TRANSFER_OUT,2026-05-04T14:01:04.444+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH Emergency Pharmacy,6,TRANSFER_IN,2026-05-04T14:01:04.444+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH Main Inpatient Pharmacy,34,TRANSFER_OUT,2026-05-04T23:38:53.816+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH Main Inpatient Pharmacy,34,TRANSFER_IN,2026-05-04T23:38:53.816+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,1,TRANSFER_IN,2026-05-05T08:36:21.183+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,1,TRANSFER_OUT,2026-05-05T08:36:21.183+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,27,TRANSFER_IN,2026-05-06T00:29:08.997+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,27,TRANSFER_OUT,2026-05-06T00:29:08.997+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,26,TRANSFER_IN,2026-05-06T18:48:31.015+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,26,TRANSFER_OUT,2026-05-06T18:48:31.015+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH Emergency Pharmacy,14,TRANSFER_IN,2026-05-07T18:56:01.42+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH Emergency Pharmacy,14,TRANSFER_OUT,2026-05-07T18:56:01.42+00:00
F70-1958-05728-01,"type B equiv. to strain Panama,type H1N1 equiv. to Strain A Singapore/6/86,Vaccine-Influenza vaccine (type H3N2 equiv. to strain A Shangdong/9/93",FLUARIX VACCINE,"15 mcg,15 mcg,15 mcg",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,7,TRANSFER_OUT,2026-05-08T09:11:31.687+00:00
F70-1958-05728-01,"type B equiv. to strain Panama,type H1N1 equiv. to Strain A Singapore/6/86,Vaccine-Influenza vaccine (type H3N2 equiv. to strain A Shangdong/9/93",FLUARIX VACCINE,"15 mcg,15 mcg,15 mcg",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,7,TRANSFER_IN,2026-05-08T09:11:31.687+00:00
J41-0545-00603-01,Beclomethasone Dipropionate,BECLAZONE,250 mcg,FalconMed Main Pharmacy,Emergency Pharmacy,7,TRANSFER_OUT,2026-05-09T05:18:03.317+00:00
J41-0545-00603-01,Beclomethasone Dipropionate,BECLAZONE,250 mcg,FalconMed Main Pharmacy,Emergency Pharmacy,7,TRANSFER_IN,2026-05-09T05:18:03.317+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH OR Pharmacy,4,TRANSFER_OUT,2026-05-09T07:40:48.192+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH OR Pharmacy,4,TRANSFER_IN,2026-05-09T07:40:48.192+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH ICU Pharmacy,11,TRANSFER_OUT,2026-05-09T17:47:43.515+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH ICU Pharmacy,11,TRANSFER_IN,2026-05-09T17:47:43.515+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH ICU Pharmacy,25,TRANSFER_OUT,2026-05-09T19:32:52.017+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH ICU Pharmacy,25,TRANSFER_IN,2026-05-09T19:32:52.017+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH ICU Pharmacy,17,TRANSFER_IN,2026-05-10T00:07:16.75+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH ICU Pharmacy,17,TRANSFER_OUT,2026-05-10T00:07:16.75+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,26,TRANSFER_OUT,2026-05-10T05:55:52.49+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,26,TRANSFER_IN,2026-05-10T05:55:52.49+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH OR Pharmacy,7,TRANSFER_OUT,2026-05-11T05:25:26.104+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH OR Pharmacy,7,TRANSFER_IN,2026-05-11T05:25:26.104+00:00
F70-1958-05728-01,"type B equiv. to strain Panama,type H1N1 equiv. to Strain A Singapore/6/86,Vaccine-Influenza vaccine (type H3N2 equiv. to strain A Shangdong/9/93",FLUARIX VACCINE,"15 mcg,15 mcg,15 mcg",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,28,TRANSFER_OUT,2026-05-11T08:15:45.304+00:00
F70-1958-05728-01,"type B equiv. to strain Panama,type H1N1 equiv. to Strain A Singapore/6/86,Vaccine-Influenza vaccine (type H3N2 equiv. to strain A Shangdong/9/93",FLUARIX VACCINE,"15 mcg,15 mcg,15 mcg",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,28,TRANSFER_IN,2026-05-11T08:15:45.304+00:00
FT0-E066-00174-01,Alfacalcidol,One Alpha,0.5 mcg,FSC Cardiology Pharmacy,FSC Ambulatory Care Pharmacy,64,TRANSFER_OUT,2026-05-11T14:28:49.291+00:00
FT0-E066-00174-01,Alfacalcidol,One Alpha,0.5 mcg,FSC Cardiology Pharmacy,FSC Ambulatory Care Pharmacy,64,TRANSFER_IN,2026-05-11T14:28:49.291+00:00
F91-E127-03894-01,"Iron amino acid chelate 10% (Elemental Iron 15mg),Zinc amino acid chelate 10% (Elemental Zinc 11mg),Copper amino acid chelate 6% (Elemental Copper 0.9mg),Molybdenum amino acid chelate 0.2% (Elemental Molybdenum 45mcg),Riboflavin (Vitamin B2),Pyridoxine HCl equivalent to 1.398mg Vitamin B6",EMITRON F CAPSULES,"150 mg/1 Capsule,110 mg/Capsule,15 mg/1 Capsule,22.5 mg/1 Capsule,1.3 mg/1 Capsule,1.7 mg/Capsule",FSC Day Surgery Pharmacy,FSC Ambulatory Care Pharmacy,40,TRANSFER_IN,2026-05-11T20:10:34.271+00:00
F91-E127-03894-01,"Iron amino acid chelate 10% (Elemental Iron 15mg),Zinc amino acid chelate 10% (Elemental Zinc 11mg),Copper amino acid chelate 6% (Elemental Copper 0.9mg),Molybdenum amino acid chelate 0.2% (Elemental Molybdenum 45mcg),Riboflavin (Vitamin B2),Pyridoxine HCl equivalent to 1.398mg Vitamin B6",EMITRON F CAPSULES,"150 mg/1 Capsule,110 mg/Capsule,15 mg/1 Capsule,22.5 mg/1 Capsule,1.3 mg/1 Capsule,1.7 mg/Capsule",FSC Day Surgery Pharmacy,FSC Ambulatory Care Pharmacy,40,TRANSFER_OUT,2026-05-11T20:10:34.271+00:00
E50-2608-00080-01,"Acacia,Ascorbic Acid (Vitamin C),Iceland Moss Extract",ISLA CASSIS,"467.75 mg,10 mg,80 mg",FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,26,TRANSFER_IN,2026-05-11T23:08:36.039+00:00
E50-2608-00080-01,"Acacia,Ascorbic Acid (Vitamin C),Iceland Moss Extract",ISLA CASSIS,"467.75 mg,10 mg,80 mg",FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,26,TRANSFER_OUT,2026-05-11T23:08:36.039+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH Emergency Pharmacy,15,TRANSFER_IN,2026-05-12T03:17:35.943+00:00
F38-4286-02242-01,Evening Primrose Oil,PRIMOSA,1000 mg,FRN Retail Branch - Baniyas,FGH Emergency Pharmacy,15,TRANSFER_OUT,2026-05-12T03:17:35.943+00:00
F98-A720-12250-03,"Folic Acid,Iron (Liposomal Iron Pyrophosphate)",OXYFer forte ,"400 mcg,30 mg",Emergency Pharmacy,FGH OR Pharmacy,3,TRANSFER_OUT,2026-05-12T04:38:30.232+00:00
F98-A720-12250-03,"Folic Acid,Iron (Liposomal Iron Pyrophosphate)",OXYFer forte ,"400 mcg,30 mg",Emergency Pharmacy,FGH OR Pharmacy,3,TRANSFER_IN,2026-05-12T04:38:30.232+00:00
EY2-C548-02568-01,Gliclazide,Glican MR,60 mg,FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,54,TRANSFER_OUT,2026-05-12T04:48:41.127+00:00
EY2-C548-02568-01,Gliclazide,Glican MR,60 mg,FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,54,TRANSFER_IN,2026-05-12T04:48:41.127+00:00
F98-D845-18853-01,Iron (Ferrous Bis-Glycinate),IROARK LIQUID,30 mg/10ml,FGH Emergency Pharmacy,FSC Oncology Pharmacy,39,TRANSFER_OUT,2026-05-12T14:48:31.917+00:00
F98-D845-18853-01,Iron (Ferrous Bis-Glycinate),IROARK LIQUID,30 mg/10ml,FGH Emergency Pharmacy,FSC Oncology Pharmacy,39,TRANSFER_IN,2026-05-12T14:48:31.917+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,6,TRANSFER_IN,2026-05-12T19:24:00.296+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,6,TRANSFER_OUT,2026-05-12T19:24:00.296+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Khalifa City,FRN Retail Branch - Al Ain,25,TRANSFER_OUT,2026-05-12T19:26:10.116+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Khalifa City,FRN Retail Branch - Al Ain,25,TRANSFER_IN,2026-05-12T19:26:10.116+00:00
F98-C500-15793-01,"Vitamin C,Folic Acid,Vitamin D,Propolis Extract,Coneflower,Elderberry flowers (Sambucus nigra L.)", GRICAR PROPOLIS D3,"80 mg/10ml,200 mcg/10ml,5 mcg/10ml,150 mg/10ml,50 mg/10ml,40 mg/10ml",FRN Retail Branch - Khalifa City,FSC Dialysis Pharmacy,31,TRANSFER_IN,2026-05-13T05:58:55.337+00:00
F98-C500-15793-01,"Vitamin C,Folic Acid,Vitamin D,Propolis Extract,Coneflower,Elderberry flowers (Sambucus nigra L.)", GRICAR PROPOLIS D3,"80 mg/10ml,200 mcg/10ml,5 mcg/10ml,150 mg/10ml,50 mg/10ml,40 mg/10ml",FRN Retail Branch - Khalifa City,FSC Dialysis Pharmacy,31,TRANSFER_OUT,2026-05-13T05:58:55.337+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH OR Pharmacy,4,TRANSFER_OUT,2026-05-13T12:20:48.417+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH OR Pharmacy,4,TRANSFER_IN,2026-05-13T12:20:48.417+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH OR Pharmacy,4,TRANSFER_OUT,2026-05-13T13:55:56.332+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH OR Pharmacy,4,TRANSFER_IN,2026-05-13T13:55:56.332+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH OR Pharmacy,9,TRANSFER_IN,2026-05-13T16:17:55.392+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH OR Pharmacy,9,TRANSFER_OUT,2026-05-13T16:17:55.392+00:00
FR8-A685-11431-01,"Acetylcysteine,Taurine",ALBUNIL,"150 mg,500 mg",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,21,TRANSFER_OUT,2026-05-13T17:04:03.971+00:00
FR8-A685-11431-01,"Acetylcysteine,Taurine",ALBUNIL,"150 mg,500 mg",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,21,TRANSFER_IN,2026-05-13T17:04:03.971+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-05-14T05:06:15.581+00:00
