id,pharmacy_id,drug_code,batch_number,expiry_date,quantity_on_hand,minimum_stock,maximum_stock,unit_cost,inventory_status,received_date,storage_location,days_to_expiry,inventory_value_aed,stock_status
917eb196-9f51-419f-b287-c7415413c65f,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-1116-04905-01,BASE-GENE-05206,2030-06-17,0,1,10,590.82,ACTIVE,2025-08-19,SHELF A,1458,0,OUT_OF_STOCK
92e94da6-1a8e-41ef-a4f8-fb38b9e1e8b1,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-2351-05594-01,ENH-MAIN-00419,2030-10-31,4,1,7,3244.26,ACTIVE,2026-02-13,HIGH VALUE CABINET,1594,12977.04,HEALTHY
243e5db6-7616-4a14-ab02-ffa23be0c22e,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-2916-00763-01,BASE-GENE-04315,2029-06-08,60,18,133,31.7,ACTIVE,2025-07-18,CONTROLLED ROOM,1084,1902,HEALTHY
cb01805f-4efd-4685-86cd-58517ef677c4,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-3612-02333-01,BASE-GENE-03650,2028-03-05,0,2,18,113.64,ACTIVE,2025-09-12,FRIDGE,624,0,OUT_OF_STOCK
8bbd892d-544a-4039-bcb7-552bc5b73b64,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-4060-04392-02,ENH-MAIN-00610,2027-10-18,0,2,14,53.48,ACTIVE,2025-10-06,FRIDGE,485,0,OUT_OF_STOCK
b3916848-b0eb-4dc8-90db-4d6c44a91f48,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-4647-03019-01,ENH-MAIN-00981,2027-08-07,172,43,313,11.3,ACTIVE,2025-07-27,CONTROLLED ROOM,413,1943.6,HEALTHY
82984b8e-8511-4439-a6af-472a15258a4e,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-5091-04199-01,ENH-MAIN-00071,2028-10-11,12,4,28,182.91,ACTIVE,2025-11-16,SHELF A,844,2194.92,HEALTHY
d46564ef-534e-4929-9340-fb3d9d4881a0,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-5535-04009-01,BASE-GENE-04343,2030-09-24,3,1,5,279.12,ACTIVE,2025-12-26,SHELF B,1557,837.36,HEALTHY
9c49988a-02d5-4c8e-800f-7f9beb3407db,0084942a-7f9c-4342-a2ef-afdd30ce7796,E74-6013-06219-01,ENH-MAIN-00915,2030-12-29,0,2,16,298.66,ACTIVE,2026-03-17,SHELF B,1653,0,OUT_OF_STOCK
3c6f8bff-be18-4ad8-9db0-c1ca3271bbc1,0084942a-7f9c-4342-a2ef-afdd30ce7796,E75-0626-00119-02,BASE-GENE-06632,2030-05-15,12,4,34,305.42,ACTIVE,2026-04-10,SHELF B,1425,3665.04,HEALTHY
a3c45b53-0ab5-47f1-82d3-1a7d68379746,0084942a-7f9c-4342-a2ef-afdd30ce7796,E77-5869-06076-01,ENH-MAIN-00885,2029-09-07,4,3,27,272.83,ACTIVE,2026-03-27,SHELF A,1175,1091.32,HEALTHY
f30fd1b5-5057-46a3-8f08-7b41e701e076,0084942a-7f9c-4342-a2ef-afdd30ce7796,E83-8633-08606-01,BASE-GENE-05545,2030-09-29,2,1,10,275.93,ACTIVE,2026-06-02,SHELF A,1562,551.86,HEALTHY
ba92ea9b-c313-47f8-81ce-bf7abca75c68,0084942a-7f9c-4342-a2ef-afdd30ce7796,E87-0319-04258-01,ENH-MAIN-01136,2028-05-09,4,3,27,292.29,ACTIVE,2025-11-18,CONTROLLED ROOM,689,1169.16,HEALTHY
e7b0b25c-4998-484a-9b77-d045cac27170,0084942a-7f9c-4342-a2ef-afdd30ce7796,E87-2890-00890-01,ENH-MAIN-00523,2027-06-14,29,8,57,52.79,ACTIVE,2025-08-26,SHELF B,359,1530.91,HEALTHY
8cbea929-a674-49f9-98de-1750a9efb6c0,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-0669-05679-01,ENH-MAIN-00582,2030-07-23,47,14,104,73.83,ACTIVE,2025-11-27,SHELF B,1494,3470.01,HEALTHY
149ffe1d-bfeb-4a1b-8c04-380f79cac417,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-2244-05428-01,ENH-MAIN-00208,2030-08-20,1,2,14,248.72,ACTIVE,2025-11-07,CONTROLLED ROOM,1522,248.72,LOW_STOCK
0c01be17-b2f4-4790-850f-3bb5e4d63a10,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-3984-00960-01,SIM-B-FALCON-E93398400960-HEALTHY-294,2027-02-05,31,37,185,82.72,ACTIVE,2026-01-26,FalconMe-HEA-294,230,2564.32,LOW_STOCK
fa996385-a622-4e04-9d4f-9c38c25b6a85,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-4075-03665-01,SIM-B-FALCON-E93407503665-HEALTHY-317,2027-10-04,198,75,300,14.83,ACTIVE,2026-03-23,FalconMe-HEA-317,471,2936.34,HEALTHY
e75d4ac5-0f22-452c-a11f-27d2fcafb1fb,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-4075-03667-01,SIM-B-FALCON-E93407503667-HEALTHY-333,2027-06-14,332,61,244,3.68,ACTIVE,2026-05-04,FalconMe-HEA-333,359,1221.76,HEALTHY
b461ef41-82f8-43d6-8b6f-812a18410b1c,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-4075-03669-01,SIM-B-FALCON-E93407503669-HEALTHY-050,2028-01-02,155,27,135,7.15,ACTIVE,2026-01-27,FalconMe-HEA-050,561,1108.25,HEALTHY
8e3ecddb-f8a5-44a6-b46b-7bebd7af4483,0084942a-7f9c-4342-a2ef-afdd30ce7796,E93-4075-07099-01,SIM-B-FALCON-E93407507099-HEALTHY-116,2028-06-09,194,30,120,10.91,ACTIVE,2026-04-09,FalconMe-HEA-116,720,2116.54,HEALTHY
09c88075-0ee4-4ef2-90e2-729ec4400d29,0084942a-7f9c-4342-a2ef-afdd30ce7796,E94-4076-03670-01,ENH-MAIN-01068,2027-04-21,0,3,25,229.69,ACTIVE,2026-06-04,SHELF B,305,0,OUT_OF_STOCK
9294fbd3-3da1-425d-995f-77cecc2c42fe,0084942a-7f9c-4342-a2ef-afdd30ce7796,E98-2419-06437-01,ENH-MAIN-00156,2028-03-05,0,1,5,119.66,ACTIVE,2026-03-16,MAIN STORE,624,0,OUT_OF_STOCK
f1c86a77-1524-45ba-acff-a1567c427e43,0084942a-7f9c-4342-a2ef-afdd30ce7796,E98-2451-05228-01,ENH-MAIN-00619,2027-06-05,0,4,28,109.52,ACTIVE,2026-02-06,SHELF B,350,0,OUT_OF_STOCK
d757848d-9854-4600-acc5-0a40c512c139,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-D799-05355-01,ENH-MAIN-01086,2026-08-08,0,4,32,224.17,ACTIVE,2025-07-08,FRIDGE,49,0,OUT_OF_STOCK
e4e89d6a-d930-4860-ab6d-2816264c28e4,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-D807-12669-01,ENH-MAIN-00099,2029-01-04,353,89,642,1.49,ACTIVE,2025-12-17,SHELF B,929,525.97,HEALTHY
b05b1206-0219-466b-a06a-e3152ce20cb0,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-D810-05401-01,BASE-GENE-02030,2028-04-29,39,11,81,59.74,ACTIVE,2026-05-29,CONTROLLED ROOM,679,2329.86,HEALTHY
038bfcaf-c5c4-439f-8c5d-abe44dcf1766,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-E072-03469-01,BASE-GENE-04323,2031-05-19,11,3,23,146.51,ACTIVE,2025-09-25,SHELF B,1794,1611.61,HEALTHY
0764736a-b461-4626-9bc1-2d15d07e9834,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-E097-06387-01,ENH-MAIN-00708,2028-02-05,30,12,91,40.6,ACTIVE,2025-07-11,SHELF B,595,1218,HEALTHY
541a939e-609e-4254-97ff-3a1a52e4fea6,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-E097-19558-01,ENH-MAIN-00785,2027-01-06,0,1,5,1043.57,ACTIVE,2026-04-16,HIGH VALUE CABINET,200,0,OUT_OF_STOCK
66b0dd97-b718-457c-a840-7dce654b964e,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-E285-20046-01,SIM-B-FALCON-EA1E28520046-HEALTHY-107,2027-04-15,0,64,192,43.12,ACTIVE,2026-04-10,FalconMe-HEA-107,299,0,OUT_OF_STOCK
e82c6a5b-cd71-419c-8df5-d38cbc5954cd,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-E285-20048-01,SIM-B-FALCON-EA1E28520048-PRE_OOS-009,2027-06-07,72,74,370,44.56,ACTIVE,2026-03-07,FalconMe-PRE-009,352,3208.32,LOW_STOCK
562a20e6-2b6e-434c-bf74-598da7618974,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA1-E494-20638-01,SIM-B-FALCON-EA1E49420638-HEALTHY-272,2027-01-07,51,61,305,68.35,ACTIVE,2026-02-22,FalconMe-HEA-272,201,3485.85,LOW_STOCK
4907392f-86ac-4437-9b3e-42fe37ec8c95,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA6-8426-07501-02,SIM-B-FALCON-EA6842607501-NE_WARNING-025,2026-07-24,0,79,316,4957.88,ACTIVE,2026-04-26,FalconMe-NE_-025,34,0,OUT_OF_STOCK
65b46e9b-b405-4401-a14c-31ffef3ca685,0084942a-7f9c-4342-a2ef-afdd30ce7796,EA7-7597-10806-02,SIM-B-FALCON-EA7759710806-HEALTHY-151,2027-04-10,0,30,120,13520.33,ACTIVE,2026-01-21,FalconMe-HEA-151,294,0,OUT_OF_STOCK
4a30322e-a7fe-405b-bbab-24ddb6bd9399,0084942a-7f9c-4342-a2ef-afdd30ce7796,EB8-C889-03742-01,ENH-MAIN-01062,2026-07-31,0,1,10,335.57,ACTIVE,2025-09-22,FRIDGE,41,0,OUT_OF_STOCK
19d2733d-486c-4275-b5fc-1a32ec165711,0084942a-7f9c-4342-a2ef-afdd30ce7796,EB8-C889-03742-01,SIM-B-FALCON-EB8C88903742-HEALTHY-029,2027-05-27,256,30,90,1.55,ACTIVE,2026-04-13,FalconMe-HEA-029,341,396.8,HEALTHY
d6078da9-6846-4940-8ce1-31537991a387,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC3-0162-10860-02,ENH-MAIN-00342,2029-06-22,4,1,7,182.75,ACTIVE,2025-10-24,SHELF B,1098,731,HEALTHY
69cff9fb-c555-40b7-b850-08ae9c0f379a,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A542-03513-01,SIM-B-FALCON-EC5A54203513-PRE_OOS-001,2028-06-12,43,40,120,1.01,ACTIVE,2026-02-22,FalconMe-PRE-001,723,43.43,HEALTHY
edbaafb4-b99b-4e01-8d49-d00ac3bc1a37,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A594-05777-01,SIM-B-FALCON-EC5A59405777-HEALTHY-363,2027-02-07,242,52,156,2,ACTIVE,2026-03-03,FalconMe-HEA-363,232,484,HEALTHY
3af1ed64-12e4-46fb-bdff-e44a1649ed20,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A596-05781-01,ENH-MAIN-00794,2029-07-24,32,9,70,70.36,ACTIVE,2025-07-29,MAIN STORE,1130,2251.52,HEALTHY
e8b0f2bd-a3ba-4799-8525-7f68e21cbe0f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A596-05781-01,SIM-B-FALCON-EC5A59605781-HEALTHY-100,2027-09-27,268,49,245,1.55,ACTIVE,2026-01-07,FalconMe-HEA-100,464,415.4,HEALTHY
c18d2a02-203b-4a51-8fb1-ff748adef7f1,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A596-05781-03,SIM-B-FALCON-EC5A59605781-HEALTHY-227,2028-02-29,206,42,210,1.8,ACTIVE,2025-12-24,FalconMe-HEA-227,619,370.8,HEALTHY
6fefc215-68e4-4afd-b4af-057f27411298,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A899-05073-01,ENH-MAIN-00589,2026-08-20,45,17,127,96.58,ACTIVE,2025-10-22,FRIDGE,61,4346.1,NEAR_EXPIRY_CRITICAL
d0365b26-c88b-4fb7-b5fb-51897a37c028,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-A899-05073-01,SIM-B-FALCON-EC5A89905073-HEALTHY-071,2027-05-20,232,44,220,1.33,ACTIVE,2026-01-15,FalconMe-HEA-071,334,308.56,HEALTHY
8ed9b5c3-7bbd-4d32-9237-a0bf7a70670f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-B005-00169-01,ENH-MAIN-00976,2029-03-19,11,5,36,290.39,ACTIVE,2026-02-03,MAIN STORE,1003,3194.29,HEALTHY
57484f9c-8b83-4ab6-8eee-1d1de81425b0,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-B005-00169-01,SIM-B-FALCON-EC5B00500169-HEALTHY-066,2026-11-22,85,58,290,13.42,ACTIVE,2026-03-17,FalconMe-HEA-066,155,1140.7,NEAR_EXPIRY_WARNING
d1d3edd4-d169-4623-8169-d37e0627825c,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-C446-00301-01,SIM-B-FALCON-EC5C44600301-HEALTHY-028,2026-12-02,118,46,230,1.51,ACTIVE,2026-05-13,FalconMe-HEA-028,165,178.18,NEAR_EXPIRY_WARNING
c3365c5b-ac37-49d8-adf3-ed84034e0e8d,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-C446-00303-01,SIM-B-FALCON-EC5C44600303-NE_CRITICAL-002,2026-06-23,88,66,264,1.29,ACTIVE,2026-01-15,FalconMe-NE_-002,3,113.52,NEAR_EXPIRY_CRITICAL
9f5e043d-58b8-456b-af85-69f2f7953657,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-C450-02277-01,SIM-B-FALCON-EC5C45002277-HEALTHY-347,2028-02-25,76,31,155,0.73,ACTIVE,2026-02-14,FalconMe-HEA-347,615,55.48,HEALTHY
a91a7950-04aa-4435-a865-0e8a3ed55b57,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-C454-04003-04,SIM-B-FALCON-EC5C45404003-HEALTHY-196,2026-11-12,313,75,225,0.84,ACTIVE,2026-04-12,FalconMe-HEA-196,145,262.92,NEAR_EXPIRY_WARNING
796f3494-da36-4c6b-94fb-87ec3b4a284f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-E145-14453-01,SIM-B-FALCON-EC5E14514453-HEALTHY-349,2028-05-23,421,46,230,1.68,ACTIVE,2026-02-06,FalconMe-HEA-349,703,707.28,HEALTHY
31aa669f-ed34-4f6d-9982-1b04ab90b9aa,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-E145-14454-01,ENH-MAIN-00163,2027-05-05,4,1,7,2410.63,ACTIVE,2026-02-13,HIGH VALUE CABINET,319,9642.52,HEALTHY
15b847bd-9c46-47e7-a9b0-0a423cdf7fb5,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-E145-14454-01,SIM-B-FALCON-EC5E14514454-HEALTHY-353,2026-12-08,297,68,204,1.68,ACTIVE,2026-04-12,FalconMe-HEA-353,171,498.96,NEAR_EXPIRY_WARNING
4449830f-3590-4ff8-b91e-3044de71ea66,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC5-E485-19222-01,SIM-B-FALCON-EC5E48519222-HEALTHY-282,2027-12-11,385,34,170,1.48,ACTIVE,2026-01-11,FalconMe-HEA-282,539,569.8,HEALTHY
59b6458d-8796-4a7f-8d52-aad203ba29b6,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC6-B814-03945-01,BASE-GENE-04440,2028-04-23,425,108,781,3.52,ACTIVE,2025-08-24,MAIN STORE,673,1496,HEALTHY
e87e26c0-dbad-49dc-a3cc-86b71b53b8ec,0084942a-7f9c-4342-a2ef-afdd30ce7796,EC6-B814-03945-01,SIM-B-FALCON-EC6B81403945-HEALTHY-084,2028-01-17,207,80,400,2.71,ACTIVE,2026-01-19,FalconMe-HEA-084,576,560.97,HEALTHY
e3cf7727-28dc-4a69-8a19-146103de3d1e,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE2-A336-10885-01,SIM-B-FALCON-EE2A33610885-HEALTHY-226,2027-09-26,72,67,268,15,ACTIVE,2026-02-22,FalconMe-HEA-226,463,1080,HEALTHY
d665563c-d88d-494f-a5a9-e23c60e5e565,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE4-A335-10886-01,SIM-B-FALCON-EE4A33510886-HEALTHY-313,2027-04-09,44,45,225,11.25,ACTIVE,2026-02-02,FalconMe-HEA-313,293,495,LOW_STOCK
b4be3550-a3c5-4308-bc41-f975b7ba364d,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE6-A329-10898-01,SIM-B-FALCON-EE6A32910898-HEALTHY-174,2027-06-11,181,29,145,6.5,ACTIVE,2026-04-08,FalconMe-HEA-174,356,1176.5,HEALTHY
9ea009a2-9260-4cd1-9a61-4187ce64373f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE7-2855-10899-02,SIM-B-FALCON-EE7285510899-HEALTHY-070,2027-08-04,59,28,112,17.48,ACTIVE,2026-03-05,FalconMe-HEA-070,410,1031.32,HEALTHY
8e86fa0f-40f2-49b4-8b57-29760c9f343a,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE7-2855-10901-02,ENH-MAIN-00869,2029-02-12,9,4,34,477.52,ACTIVE,2025-09-10,SHELF A,968,4297.68,HEALTHY
2d5c9611-a079-4994-ae06-db292ff84a03,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE7-2855-10901-02,SIM-B-FALCON-EE7285510901-HEALTHY-304,2028-02-04,181,70,210,17.48,ACTIVE,2026-02-26,FalconMe-HEA-304,594,3163.88,HEALTHY
9e61c57d-2dd1-4130-9689-b40d14a56d93,0084942a-7f9c-4342-a2ef-afdd30ce7796,EE7-2855-11079-02,SIM-B-FALCON-EE7285511079-HEALTHY-341,2026-11-20,179,60,180,17.48,ACTIVE,2026-02-09,FalconMe-HEA-341,153,3128.92,NEAR_EXPIRY_WARNING
093baeae-aae1-4105-adf6-3a550f20aa9f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EF4-A570-11253-01,SIM-B-FALCON-EF4A57011253-HEALTHY-166,2027-03-17,0,37,185,4163.48,ACTIVE,2026-01-24,FalconMe-HEA-166,270,0,OUT_OF_STOCK
5037b990-5dcb-474e-a03e-df48b9ecb3a4,0084942a-7f9c-4342-a2ef-afdd30ce7796,EG1-A351-01552-01,SIM-B-FALCON-EG1A35101552-HEALTHY-264,2027-05-09,82,80,240,37.8,ACTIVE,2026-01-28,FalconMe-HEA-264,323,3099.6,HEALTHY
45abcec4-d282-452e-bd24-ef25ae66f80c,0084942a-7f9c-4342-a2ef-afdd30ce7796,EG3-A382-10913-02,SIM-B-FALCON-EG3A38210913-HEALTHY-373,2027-11-20,15,70,280,241.79,ACTIVE,2026-03-25,FalconMe-HEA-373,518,3626.85,LOW_STOCK
2cd367f8-ae5b-4ce4-8245-e688d57bfde8,0084942a-7f9c-4342-a2ef-afdd30ce7796,EI2-A360-10924-01,SIM-B-FALCON-EI2A36010924-HEALTHY-185,2026-12-08,0,58,290,27.66,ACTIVE,2026-01-10,FalconMe-HEA-185,171,0,OUT_OF_STOCK
28bb525a-4f03-46bd-bf88-03464d05922f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EI9-A361-06725-01,SIM-B-FALCON-EI9A36106725-HEALTHY-365,2027-01-29,139,55,275,8.22,ACTIVE,2025-12-26,FalconMe-HEA-365,223,1142.58,HEALTHY
c1088d40-a2b8-4894-b878-39c0167a1429,0084942a-7f9c-4342-a2ef-afdd30ce7796,EJ4-A363-10928-01,SIM-B-FALCON-EJ4A36310928-HEALTHY-315,2027-01-01,126,35,175,8.22,ACTIVE,2026-03-22,FalconMe-HEA-315,195,1035.72,HEALTHY
fad1afbd-1e49-4af3-adf9-86a9eef2a038,0084942a-7f9c-4342-a2ef-afdd30ce7796,EJ8-A364-10930-01,SIM-B-FALCON-EJ8A36410930-HEALTHY-265,2027-08-31,22,70,350,6.14,ACTIVE,2026-03-30,FalconMe-HEA-265,437,135.08,LOW_STOCK
49465c01-08e3-49f8-8300-b708af09431f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EK2-A365-10933-01,SIM-B-FALCON-EK2A36510933-HEALTHY-210,2026-10-13,61,23,115,9.43,ACTIVE,2025-12-30,FalconMe-HEA-210,115,575.23,NEAR_EXPIRY_WARNING
24e29a20-efdc-42e9-a19e-6bc1a1118f6e,0084942a-7f9c-4342-a2ef-afdd30ce7796,EK6-A369-10935-01,SIM-B-FALCON-EK6A36910935-NE_WARNING-007,2026-08-29,70,66,330,7.47,ACTIVE,2026-03-27,FalconMe-NE_-007,70,522.9,NEAR_EXPIRY_CRITICAL
35fe33c7-754e-4880-bad4-020b8b100f0a,0084942a-7f9c-4342-a2ef-afdd30ce7796,EM1-A821-04973-01,ENH-MAIN-00120,2029-02-21,53,17,122,67.6,ACTIVE,2025-08-22,CONTROLLED ROOM,977,3582.8,HEALTHY
e6c5c77d-38e3-4f50-aa10-ff7713bcfaa7,0084942a-7f9c-4342-a2ef-afdd30ce7796,ET6-A436-11041-01,BASE-GENE-00028,2028-06-19,8,4,34,148.73,ACTIVE,2025-10-09,SHELF A,730,1189.84,HEALTHY
ac9eb039-ec28-49d0-8595-62c3351d44f2,0084942a-7f9c-4342-a2ef-afdd30ce7796,EU5-A441-11055-01,BASE-GENE-05208,2028-09-10,3,1,5,113.99,ACTIVE,2025-12-14,FRIDGE,813,341.97,HEALTHY
1810fc4b-285b-4ff4-a1ae-55acc4351c06,0084942a-7f9c-4342-a2ef-afdd30ce7796,EU6-A423-11068-01,SIM-B-FALCON-EU6A42311068-HEALTHY-190,2027-08-01,190,79,395,1.2,ACTIVE,2026-03-30,FalconMe-HEA-190,407,228,HEALTHY
547f2c5e-76ff-47ba-90c0-a328e3ccaba2,0084942a-7f9c-4342-a2ef-afdd30ce7796,EU6-B602-13329-01,SIM-B-FALCON-EU6B60213329-HEALTHY-118,2028-04-11,60,50,250,38.4,ACTIVE,2026-05-10,FalconMe-HEA-118,661,2304,HEALTHY
0f229c0e-975a-46f8-bb09-bb93968e866f,0084942a-7f9c-4342-a2ef-afdd30ce7796,EU8-A427-11061-01,SIM-B-FALCON-EU8A42711061-HEALTHY-340,2027-03-13,27,52,156,11.11,ACTIVE,2025-12-24,FalconMe-HEA-340,266,299.97,LOW_STOCK
2a1c3d5a-6d0a-4bf7-b320-fedfb7ea2650,0084942a-7f9c-4342-a2ef-afdd30ce7796,EU8-A427-11061-02,SIM-B-FALCON-EU8A42711061-HEALTHY-049,2028-06-17,89,58,174,13.26,ACTIVE,2026-02-19,FalconMe-HEA-049,728,1180.14,HEALTHY
a8fa38ab-db83-4624-87d0-25a5b39b0ac5,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV1-A862-11877-01,SIM-B-FALCON-EV1A86211877-HEALTHY-343,2028-01-23,53,23,92,71,ACTIVE,2026-03-13,FalconMe-HEA-343,582,3763,HEALTHY
85bfc088-25b9-4888-9c99-6d675bc77d1e,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV6-B998-15107-01,SIM-B-FALCON-EV6B99815107-HEALTHY-279,2028-04-19,49,22,88,55,ACTIVE,2026-03-09,FalconMe-HEA-279,669,2695,HEALTHY
cbb330dd-fb67-493b-8e5c-cbd2e4523d0b,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV6-C326-16885-01,SIM-B-FALCON-EV6C32616885-HEALTHY-088,2027-08-28,65,31,124,7.1,ACTIVE,2026-03-07,FalconMe-HEA-088,434,461.5,HEALTHY
b6fe71c7-0376-4574-9be2-d7cf365a8c2c,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV6-C796-16227-01,BASE-GENE-04738,2029-05-15,1,2,18,261.04,ACTIVE,2026-01-03,MAIN STORE,1060,261.04,LOW_STOCK
18ea006e-1007-4b60-be8e-d3ca4a5b15c8,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV6-E468-20584-01,ENH-MAIN-00786,2031-01-03,12,4,32,295.11,ACTIVE,2025-09-14,SHELF B,1658,3541.32,HEALTHY
4ce42bdb-a014-410a-b2ae-5b3a549149d3,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV6-E468-20584-01,SIM-B-FALCON-EV6E46820584-HEALTHY-366,2027-07-27,199,29,116,8,ACTIVE,2026-01-10,FalconMe-HEA-366,402,1592,HEALTHY
24d8d133-e415-4c0d-b52b-35753c7f80cf,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV7-B112-12257-01,BASE-GENE-05170,2027-10-22,0,1,5,220.39,ACTIVE,2025-09-03,FRIDGE,489,0,OUT_OF_STOCK
aef503c2-b797-47ea-953a-ede5a49f94e8,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV7-B211-16849-01,SIM-B-FALCON-EV7B21116849-HEALTHY-331,2027-12-19,121,30,120,5.96,ACTIVE,2026-03-26,FalconMe-HEA-331,547,721.16,HEALTHY
eb589fed-255a-4ba6-8ce0-24e15cb2b9ce,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV7-B666-13623-01,SIM-B-FALCON-EV7B66613623-HEALTHY-292,2027-12-08,26,28,84,33.8,ACTIVE,2026-03-16,FalconMe-HEA-292,536,878.8,LOW_STOCK
59f1b389-34ca-4bdc-b2b5-c3ec90f7401a,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV7-B667-13525-01,SIM-B-FALCON-EV7B66713525-NE_CRITICAL-013,2026-07-14,76,28,140,47.32,ACTIVE,2026-01-30,FalconMe-NE_-013,24,3596.32,NEAR_EXPIRY_CRITICAL
92c77852-454f-421c-aa53-01021131bcac,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV7-D108-05873-01,SIM-B-FALCON-EV7D10805873-HEALTHY-079,2026-11-24,234,63,252,1.44,ACTIVE,2026-01-21,FalconMe-HEA-079,157,336.96,NEAR_EXPIRY_WARNING
86d48e54-923f-4810-82a9-7b94b4cfdecf,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV7-D249-18250-01,SIM-B-FALCON-EV7D24918250-HEALTHY-376,2027-11-17,463,22,88,3.46,ACTIVE,2026-02-06,FalconMe-HEA-376,515,1601.98,HEALTHY
1e28409d-78a1-4aa5-b1cf-1e3d32d35699,0084942a-7f9c-4342-a2ef-afdd30ce7796,EV8-E454-20521-01,SIM-B-FALCON-EV8E45420521-HEALTHY-276,2027-01-11,327,47,188,3.36,ACTIVE,2026-02-02,FalconMe-HEA-276,205,1098.72,HEALTHY
6a32cc8b-2f0c-4d85-842b-5ff25e12bfab,0084942a-7f9c-4342-a2ef-afdd30ce7796,EW0-0766-11080-02,SIM-B-FALCON-EW0076611080-PRE_OOS-005,2027-04-03,15,27,81,64.8,ACTIVE,2026-05-04,FalconMe-PRE-005,287,972,LOW_STOCK
0489085e-962f-4716-bf7c-d8a27cc216df,0084942a-7f9c-4342-a2ef-afdd30ce7796,EW0-B474-00003-01,SIM-B-FALCON-EW0B47400003-HEALTHY-014,2027-03-25,227,34,170,0.97,ACTIVE,2026-05-17,FalconMe-HEA-014,278,220.19,HEALTHY
1d659e08-38cb-448a-923f-0b0514049607,0084942a-7f9c-4342-a2ef-afdd30ce7796,EW1-A389-11284-01,SIM-B-FALCON-EW1A38911284-HEALTHY-173,2026-12-03,253,59,177,3.73,ACTIVE,2026-02-22,FalconMe-HEA-173,166,943.69,NEAR_EXPIRY_WARNING
